3,1492888195,193.05,44.80,9.90,9.18,0.00,0.00,0.00,1.00,85.00,0.00,0.00,0.00
3,1492888213,193.21,43.70,9.89,9.13,0.00,0.00,0.00,1.00,24.31,0.00,0.00,0.00
3,1492888230,193.21,44.90,9.98,9.45,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888247,193.21,44.00,9.97,9.62,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888265,193.21,48.00,10.05,9.32,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888282,193.21,50.10,9.70,8.97,0.00,0.00,0.00,1.00,24.31,0.00,0.00,0.00
3,1492888300,193.21,49.30,9.61,9.26,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888317,193.21,44.30,9.15,9.76,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888334,193.21,47.50,9.01,9.72,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888352,193.21,43.50,8.77,10.17,0.00,0.00,0.00,1.00,24.12,0.00,0.00,0.00
3,1492888369,193.21,43.90,8.90,10.54,0.00,0.00,0.00,1.00,24.12,0.00,0.00,0.00
3,1492888387,193.21,45.70,8.62,10.39,0.00,0.00,0.00,1.00,24.12,0.00,0.00,0.00
3,1492888404,193.37,46.00,8.68,10.57,0.00,0.00,0.00,1.00,24.12,0.00,0.00,0.00
3,1492888422,193.37,48.50,8.68,10.52,0.00,0.00,0.00,1.00,24.12,0.00,0.00,0.00
3,1492888439,193.37,49.80,8.69,10.72,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888457,193.37,50.70,8.78,10.73,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888474,193.37,58.50,8.73,10.43,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888492,193.37,54.00,8.65,10.65,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888509,193.37,55.30,8.60,10.97,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888527,193.37,57.00,8.63,10.69,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888544,193.37,56.70,8.65,10.87,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888562,193.37,58.00,8.62,11.04,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888579,193.37,58.40,8.62,11.04,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888596,193.37,60.40,8.59,11.36,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888614,193.37,62.30,8.53,11.09,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888631,193.53,63.20,8.58,10.66,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888649,193.53,64.50,8.57,10.98,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888666,193.53,64.10,8.60,11.14,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888684,193.53,67.40,8.61,10.93,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888701,193.53,66.20,8.56,11.02,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888719,193.53,67.30,8.49,11.34,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888736,193.53,69.30,8.49,10.97,0.00,0.00,0.00,1.00,24.31,0.00,0.00,0.00
3,1492888754,193.53,71.40,8.40,10.86,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888771,193.53,71.10,8.45,11.07,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888789,193.53,71.80,8.64,11.25,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888806,193.53,70.60,9.66,11.34,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888829,193.53,75.10,8.72,10.91,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888846,193.69,76.50,9.93,11.31,0.00,0.00,0.00,1.00,24.19,0.00,0.00,0.00
3,1492888864,193.69,77.50,8.94,11.31,0.00,0.00,0.00,1.00,24.12,0.00,0.00,0.00
3,1492888882,193.69,80.40,8.99,11.90,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888899,193.69,80.50,8.88,11.62,0.00,0.00,0.00,1.00,24.25,0.00,0.00,0.00
3,1492888186,192.42,90.40,8.64,11.73,0.00,0.00,0.00,1.00,85.00,0.00,0.00,0.00
