3,1493293471,189.26,31.00,14.68,7.27,24.50,891.00,481.00,0.43,1.00,0.00,0.00,0.00
3,1493293488,189.26,27.90,14.68,14.00,24.50,893.00,482.00,0.43,1.00,0.00,0.00,0.00
3,1493293506,189.26,23.10,14.68,14.00,24.44,894.60,483.00,0.43,1.00,0.00,0.00,0.00
3,1493293524,189.42,22.90,14.68,9.14,24.50,895.80,483.00,0.44,1.00,0.00,0.00,0.00
3,1493293541,189.42,30.90,14.68,10.36,24.44,894.80,483.00,0.43,1.00,0.00,0.00,0.00
3,1493293559,189.26,25.40,14.68,14.00,24.44,889.80,480.00,0.43,1.00,0.00,0.00,0.00
3,1493293577,189.26,25.20,14.68,14.00,24.44,892.50,481.00,0.43,1.00,0.00,0.00,0.00
3,1493293594,189.26,25.90,14.68,13.41,24.37,891.50,481.00,0.43,1.00,0.00,0.00,0.00
3,1493293612,189.26,28.20,14.68,13.07,24.44,891.30,481.00,0.43,1.00,0.00,0.00,0.00
3,1493293630,189.26,30.90,14.68,13.91,24.37,892.90,482.00,0.43,1.00,0.00,0.00,0.00
3,1493293647,189.26,29.80,14.68,14.00,24.44,893.40,482.00,0.43,1.00,0.00,0.00,0.00
3,1493293665,189.10,27.00,14.68,7.05,24.50,892.00,481.00,0.43,1.00,0.00,0.00,0.00

3,1493294229,188.47,34.70,14.68,13.90,24.75,890.40,480.00,0.43,1.00,0.00,0.00,0.00
3,1493294247,188.47,33.50,14.68,14.00,24.81,890.90,481.00,0.43,1.00,0.00,0.00,0.00
3,1493294265,188.47,34.10,14.68,14.00,24.69,889.20,480.00,0.43,1.00,0.00,0.00,0.00
3,1493294282,188.47,34.40,14.68,14.00,24.62,887.40,479.00,0.43,1.00,0.00,0.00,0.00
3,1493294300,188.47,35.30,14.68,14.00,24.50,886.70,478.00,0.43,1.00,0.00,0.00,0.00
3,1493294318,188.47,36.20,14.68,14.00,24.44,886.20,478.00,0.43,1.00,0.00,0.00,0.00
3,1493294336,188.47,36.70,14.68,13.99,24.44,886.10,478.00,0.43,1.00,0.00,0.00,0.00
3,1493294353,188.47,36.50,14.68,14.00,24.50,888.10,479.00,0.43,1.00,0.00,0.00,0.00
3,1493294371,188.47,35.90,14.68,14.00,24.62,884.80,477.00,0.43,1.00,0.00,0.00,0.00

3,1493295349,188.62,42.40,14.68,14.00,25.00,889.30,480.00,0.43,1.00,0.00,0.00,0.00
3,1493295367,188.62,36.90,14.68,14.00,24.81,891.60,481.00,0.43,1.00,0.00,0.00,0.00
3,1493295385,188.62,33.20,14.68,10.81,24.81,891.20,481.00,0.43,1.00,0.00,0.00,0.00
3,1493295402,188.62,34.60,14.68,7.22,24.75,889.50,480.00,0.43,1.00,0.00,0.00,0.00
3,1493295420,188.62,35.40,14.68,7.05,24.62,887.90,479.00,0.43,1.00,0.00,0.00,0.00
3,1493295438,188.62,35.80,14.68,13.94,24.62,886.90,478.00,0.43,1.00,0.00,0.00,0.00
3,1493295455,188.62,35.30,14.68,14.00,24.62,887.40,479.00,0.43,1.00,0.00,0.00,0.00
3,1493295473,188.62,35.10,14.68,14.00,24.56,886.70,478.00,0.43,1.00,0.00,0.00,0.00
3,1493295491,188.62,36.30,14.68,14.00,24.50,886.00,478.00,0.43,1.00,0.00,0.00,0.00
3,1493295508,188.62,35.40,14.68,14.00,24.50,886.50,478.00,0.43,1.00,0.00,0.00,0.00
3,1493295526,188.62,34.20,14.68,7.78,24.56,887.10,479.00,0.43,1.00,0.00,0.00,0.00
3,1493295544,188.79,35.20,14.68,7.35,24.69,883.80,477.00,0.43,1.00,0.00,0.00,0.00
3,1493295561,188.79,34.90,14.68,7.44,24.75,881.60,476.00,0.43,1.00,0.00,0.00,0.00

3,1493296872,187.99,33.50,14.68,13.81,24.37,870.70,470.00,0.42,1.00,0.00,0.00,0.00
3,1493296889,187.99,36.30,14.68,14.00,24.31,871.50,470.00,0.42,1.00,0.00,0.00,0.00
3,1493296907,187.99,31.50,14.68,6.20,24.37,872.00,470.00,0.42,1.00,0.00,0.00,0.00
3,1493296925,187.99,33.90,14.68,14.00,24.44,872.00,470.00,0.42,1.00,0.00,0.00,0.00
3,1493296942,187.99,33.70,14.68,14.00,24.44,873.90,471.00,0.42,1.00,0.00,0.00,0.00
3,1493296960,187.99,33.50,14.68,14.00,24.50,874.50,472.00,0.42,1.00,0.00,0.00,0.00
3,1493296978,187.99,34.30,14.68,13.80,24.44,874.20,472.00,0.42,1.00,0.00,0.00,0.00
3,1493296996,187.99,33.80,14.68,13.76,24.44,872.70,471.00,0.42,1.00,0.00,0.00,0.00
3,1493297013,187.99,34.60,14.68,13.89,24.37,872.00,470.00,0.42,1.00,0.00,0.00,0.00
3,1493297031,187.99,34.30,14.68,13.81,24.31,872.10,470.00,0.42,1.00,0.00,0.00,0.00
3,1493297049,187.99,34.30,14.68,13.73,24.31,872.10,470.00,0.42,1.00,0.00,0.00,0.00
3,1493297066,187.99,33.90,14.68,13.74,24.37,871.60,470.00,0.42,1.00,0.00,0.00,0.00
3,1493297084,187.99,33.80,14.68,13.77,24.37,870.70,470.00,0.42,1.00,0.00,0.00,0.00
3,1493297102,187.99,33.70,14.68,13.50,24.44,872.20,471.00,0.42,1.00,0.00,0.00,0.00
